"taxon","n_samples_present","n_dates_present","first_date","last_date","window_days","t_stat","q_value","t_stat_quad","q_value_quad","shape","beta_std","beta_std_quad","date_significant"
"Rushia longula",6,2,2024-06-26,2024-07-10,14,3.38899810013839,0.00478125,1.54139006497388,0.257684210526316,"linear increase (late-season)",0.349711408997456,0.159057932518216,TRUE
"Corthylus columbianus",7,2,2024-06-26,2024-07-10,14,4.50008718556557,0.00478125,3.6771418090597,0.0139090909090909,"dip (troughs mid-season)",0.448550700140985,0.366526425723173,TRUE
"Mordellaria serval",7,2,2024-06-26,2024-07-10,14,4.50918757068626,0.00784615384615385,3.71810182674727,0.019125,"dip (troughs mid-season)",0.436503440680798,0.359927435178797,TRUE
"Hylis terminalis",5,2,2024-06-26,2024-07-10,14,3.30112280779706,0.00478125,2.73598825799226,0.019125,"dip (troughs mid-season)",0.361623887671596,0.299718783258159,TRUE
"Synchroa punctata",5,2,2024-06-26,2024-07-10,14,3.02349500871036,0.01275,1.86835833480104,0.153,"linear increase (late-season)",0.344223268664954,0.212713691267536,TRUE
"Athous neacanthus",6,1,2024-07-10,2024-07-10,0,4.49289012858224,0.00478125,3.93884676605894,0.0139090909090909,"dip (troughs mid-season)",0.433892642029234,0.38039068627652,TRUE
"Haplandrus fulvipes",7,1,2024-07-10,2024-07-10,0,4.9054588282862,0.00478125,4.60980739854371,0.0139090909090909,"dip (troughs mid-season)",0.455967581760448,0.428490713479913,TRUE
"Sculptotheca puberula",6,1,2024-07-10,2024-07-10,0,4.23798619201703,0.00478125,3.88698672927872,0.0139090909090909,"dip (troughs mid-season)",0.425536482629949,0.39029646882299,TRUE
"Anomala orientalis",6,1,2024-07-10,2024-07-10,0,4.31757631804893,0.00478125,3.97586518170588,0.0139090909090909,"dip (troughs mid-season)",0.43216732905644,0.397967732439171,TRUE
"Mallochiola gagates",5,1,2024-07-10,2024-07-10,0,3.78786454883178,0.00478125,3.65455394286547,0.0139090909090909,"dip (troughs mid-season)",0.382772343180973,0.369304660953836,TRUE
