"Genus","Species","Lure","Lure_lab","date","n_individuals"
"Dryocoetes","Dryocoetes affaber","E","Ethanol",2024-06-26,0
"Dryocoetes","Dryocoetes affaber","E","Ethanol",2024-07-10,0
"Dryocoetes","Dryocoetes affaber","EA","Alpha-pinene + Ethanol",2024-05-01,0
"Dryocoetes","Dryocoetes affaber","EA","Alpha-pinene + Ethanol",2024-05-15,2
"Dryocoetes","Dryocoetes affaber","EA","Alpha-pinene + Ethanol",2024-05-29,7
"Dryocoetes","Dryocoetes affaber","EA","Alpha-pinene + Ethanol",2024-06-12,2
"Dryocoetes","Dryocoetes affaber","EA","Alpha-pinene + Ethanol",2024-06-26,0
"Dryocoetes","Dryocoetes affaber","EA","Alpha-pinene + Ethanol",2024-07-10,0
"Dryocoetes","Dryocoetes affaber","I","Ips lure",2024-05-01,0
"Dryocoetes","Dryocoetes affaber","I","Ips lure",2024-05-15,0
"Dryocoetes","Dryocoetes affaber","I","Ips lure",2024-05-29,0
"Dryocoetes","Dryocoetes affaber","I","Ips lure",2024-06-12,0
"Dryocoetes","Dryocoetes affaber","I","Ips lure",2024-06-26,0
"Dryocoetes","Dryocoetes affaber","I","Ips lure",2024-07-10,0
"Hypothenemus","Hypothenemus interstitialis","E","Ethanol",2024-05-01,0
"Hypothenemus","Hypothenemus interstitialis","E","Ethanol",2024-05-15,0
"Hypothenemus","Hypothenemus interstitialis","E","Ethanol",2024-05-29,0
"Hypothenemus","Hypothenemus interstitialis","E","Ethanol",2024-06-12,0
"Hypothenemus","Hypothenemus interstitialis","E","Ethanol",2024-06-26,0
"Hypothenemus","Hypothenemus interstitialis","E","Ethanol",2024-07-10,0
"Hypothenemus","Hypothenemus interstitialis","EA","Alpha-pinene + Ethanol",2024-05-01,0
"Hypothenemus","Hypothenemus interstitialis","EA","Alpha-pinene + Ethanol",2024-05-15,0
"Hypothenemus","Hypothenemus interstitialis","EA","Alpha-pinene + Ethanol",2024-05-29,2
"Hypothenemus","Hypothenemus interstitialis","EA","Alpha-pinene + Ethanol",2024-06-12,0
"Hypothenemus","Hypothenemus interstitialis","EA","Alpha-pinene + Ethanol",2024-06-26,0
"Hypothenemus","Hypothenemus interstitialis","EA","Alpha-pinene + Ethanol",2024-07-10,0
"Hypothenemus","Hypothenemus interstitialis","I","Ips lure",2024-05-01,0
"Hypothenemus","Hypothenemus interstitialis","I","Ips lure",2024-05-15,0
"Hypothenemus","Hypothenemus interstitialis","I","Ips lure",2024-05-29,0
"Hypothenemus","Hypothenemus interstitialis","I","Ips lure",2024-06-12,0
"Hypothenemus","Hypothenemus interstitialis","I","Ips lure",2024-06-26,0
"Hypothenemus","Hypothenemus interstitialis","I","Ips lure",2024-07-10,0
"Orthotomicus","Orthotomicus latidens","E","Ethanol",2024-05-01,0
"Orthotomicus","Orthotomicus latidens","E","Ethanol",2024-05-15,0
"Orthotomicus","Orthotomicus latidens","E","Ethanol",2024-05-29,0
"Orthotomicus","Orthotomicus latidens","E","Ethanol",2024-06-12,0
"Orthotomicus","Orthotomicus latidens","E","Ethanol",2024-06-26,0
"Orthotomicus","Orthotomicus latidens","E","Ethanol",2024-07-10,0
"Orthotomicus","Orthotomicus latidens","EA","Alpha-pinene + Ethanol",2024-05-01,0
"Orthotomicus","Orthotomicus latidens","EA","Alpha-pinene + Ethanol",2024-05-15,0
"Orthotomicus","Orthotomicus latidens","EA","Alpha-pinene + Ethanol",2024-05-29,1
"Orthotomicus","Orthotomicus latidens","EA","Alpha-pinene + Ethanol",2024-06-12,0
"Orthotomicus","Orthotomicus latidens","EA","Alpha-pinene + Ethanol",2024-06-26,0
"Orthotomicus","Orthotomicus latidens","EA","Alpha-pinene + Ethanol",2024-07-10,0
"Orthotomicus","Orthotomicus latidens","I","Ips lure",2024-05-01,0
"Orthotomicus","Orthotomicus latidens","I","Ips lure",2024-05-15,0
"Orthotomicus","Orthotomicus latidens","I","Ips lure",2024-05-29,0
"Orthotomicus","Orthotomicus latidens","I","Ips lure",2024-06-12,0
"Orthotomicus","Orthotomicus latidens","I","Ips lure",2024-06-26,0
"Orthotomicus","Orthotomicus latidens","I","Ips lure",2024-07-10,0
"Pityophthorus","Pityophthorus opaculus","E","Ethanol",2024-05-01,0
"Pityophthorus","Pityophthorus opaculus","E","Ethanol",2024-05-15,0
"Pityophthorus","Pityophthorus opaculus","E","Ethanol",2024-05-29,0
"Pityophthorus","Pityophthorus opaculus","E","Ethanol",2024-06-12,0
"Pityophthorus","Pityophthorus opaculus","E","Ethanol",2024-06-26,0
"Pityophthorus","Pityophthorus opaculus","E","Ethanol",2024-07-10,0
"Pityophthorus","Pityophthorus opaculus","EA","Alpha-pinene + Ethanol",2024-05-01,0
"Pityophthorus","Pityophthorus opaculus","EA","Alpha-pinene + Ethanol",2024-05-15,0
"Pityophthorus","Pityophthorus opaculus","EA","Alpha-pinene + Ethanol",2024-05-29,1
"Pityophthorus","Pityophthorus opaculus","EA","Alpha-pinene + Ethanol",2024-06-12,0
"Pityophthorus","Pityophthorus opaculus","EA","Alpha-pinene + Ethanol",2024-06-26,0
"Pityophthorus","Pityophthorus opaculus","EA","Alpha-pinene + Ethanol",2024-07-10,0
"Pityophthorus","Pityophthorus opaculus","I","Ips lure",2024-05-01,0
"Pityophthorus","Pityophthorus opaculus","I","Ips lure",2024-05-15,0
"Pityophthorus","Pityophthorus opaculus","I","Ips lure",2024-05-29,0
"Pityophthorus","Pityophthorus opaculus","I","Ips lure",2024-06-12,0
"Pityophthorus","Pityophthorus opaculus","I","Ips lure",2024-06-26,0
"Pityophthorus","Pityophthorus opaculus","I","Ips lure",2024-07-10,0
"Pseudopityophthorus","Pseudopityophthorus asperulus","E","Ethanol",2024-05-01,0
"Pseudopityophthorus","Pseudopityophthorus asperulus","E","Ethanol",2024-05-15,0
"Pseudopityophthorus","Pseudopityophthorus asperulus","E","Ethanol",2024-05-29,0
"Pseudopityophthorus","Pseudopityophthorus asperulus","E","Ethanol",2024-06-12,0
"Pseudopityophthorus","Pseudopityophthorus asperulus","E","Ethanol",2024-06-26,0
"Pseudopityophthorus","Pseudopityophthorus asperulus","E","Ethanol",2024-07-10,0
"Pseudopityophthorus","Pseudopityophthorus asperulus","EA","Alpha-pinene + Ethanol",2024-05-01,0
"Pseudopityophthorus","Pseudopityophthorus asperulus","EA","Alpha-pinene + Ethanol",2024-05-15,0
"Pseudopityophthorus","Pseudopityophthorus asperulus","EA","Alpha-pinene + Ethanol",2024-05-29,2
"Pseudopityophthorus","Pseudopityophthorus asperulus","EA","Alpha-pinene + Ethanol",2024-06-12,0
"Pseudopityophthorus","Pseudopityophthorus asperulus","EA","Alpha-pinene + Ethanol",2024-06-26,0
"Pseudopityophthorus","Pseudopityophthorus asperulus","EA","Alpha-pinene + Ethanol",2024-07-10,0
"Pseudopityophthorus","Pseudopityophthorus asperulus","I","Ips lure",2024-05-01,0
"Pseudopityophthorus","Pseudopityophthorus asperulus","I","Ips lure",2024-05-15,0
"Pseudopityophthorus","Pseudopityophthorus asperulus","I","Ips lure",2024-05-29,0
"Pseudopityophthorus","Pseudopityophthorus asperulus","I","Ips lure",2024-06-12,0
"Pseudopityophthorus","Pseudopityophthorus asperulus","I","Ips lure",2024-06-26,0
"Pseudopityophthorus","Pseudopityophthorus asperulus","I","Ips lure",2024-07-10,0
"Ips","Ips grandicollis","E","Ethanol",2024-05-01,0
"Ips","Ips grandicollis","E","Ethanol",2024-05-15,0
"Ips","Ips grandicollis","E","Ethanol",2024-05-29,0
"Ips","Ips grandicollis","E","Ethanol",2024-06-12,0
"Ips","Ips grandicollis","E","Ethanol",2024-06-26,0
"Ips","Ips grandicollis","E","Ethanol",2024-07-10,0
"Ips","Ips grandicollis","EA","Alpha-pinene + Ethanol",2024-05-01,3
"Ips","Ips grandicollis","EA","Alpha-pinene + Ethanol",2024-05-15,40
"Ips","Ips grandicollis","EA","Alpha-pinene + Ethanol",2024-05-29,21
"Ips","Ips grandicollis","EA","Alpha-pinene + Ethanol",2024-06-12,11
"Ips","Ips grandicollis","EA","Alpha-pinene + Ethanol",2024-06-26,9
"Ips","Ips grandicollis","EA","Alpha-pinene + Ethanol",2024-07-10,8
"Ips","Ips grandicollis","I","Ips lure",2024-05-01,0
"Ips","Ips grandicollis","I","Ips lure",2024-05-15,0
"Ips","Ips grandicollis","I","Ips lure",2024-05-29,0
"Ips","Ips grandicollis","I","Ips lure",2024-06-12,0
"Ips","Ips grandicollis","I","Ips lure",2024-06-26,0
"Ips","Ips grandicollis","I","Ips lure",2024-07-10,0
"Anisandrus","Anisandrus sayi","E","Ethanol",2024-05-01,0
"Anisandrus","Anisandrus sayi","E","Ethanol",2024-05-15,94
"Anisandrus","Anisandrus sayi","E","Ethanol",2024-05-29,279
"Anisandrus","Anisandrus sayi","E","Ethanol",2024-06-12,34
"Anisandrus","Anisandrus sayi","E","Ethanol",2024-06-26,40
"Anisandrus","Anisandrus sayi","E","Ethanol",2024-07-10,18
"Anisandrus","Anisandrus sayi","EA","Alpha-pinene + Ethanol",2024-05-01,0
"Anisandrus","Anisandrus sayi","EA","Alpha-pinene + Ethanol",2024-05-15,12
"Anisandrus","Anisandrus sayi","EA","Alpha-pinene + Ethanol",2024-05-29,38
"Anisandrus","Anisandrus sayi","EA","Alpha-pinene + Ethanol",2024-06-12,2
"Anisandrus","Anisandrus sayi","EA","Alpha-pinene + Ethanol",2024-06-26,3
"Anisandrus","Anisandrus sayi","EA","Alpha-pinene + Ethanol",2024-07-10,1
"Anisandrus","Anisandrus sayi","I","Ips lure",2024-05-01,0
"Anisandrus","Anisandrus sayi","I","Ips lure",2024-05-15,0
"Anisandrus","Anisandrus sayi","I","Ips lure",2024-05-29,1
"Anisandrus","Anisandrus sayi","I","Ips lure",2024-06-12,0
"Anisandrus","Anisandrus sayi","I","Ips lure",2024-06-26,0
"Anisandrus","Anisandrus sayi","I","Ips lure",2024-07-10,0
"Phloeotribus","Phloeotribus liminaris","E","Ethanol",2024-05-01,0
"Phloeotribus","Phloeotribus liminaris","E","Ethanol",2024-05-15,2
"Phloeotribus","Phloeotribus liminaris","E","Ethanol",2024-05-29,1
"Phloeotribus","Phloeotribus liminaris","E","Ethanol",2024-06-12,0
"Phloeotribus","Phloeotribus liminaris","E","Ethanol",2024-06-26,2
"Phloeotribus","Phloeotribus liminaris","E","Ethanol",2024-07-10,0
"Phloeotribus","Phloeotribus liminaris","EA","Alpha-pinene + Ethanol",2024-05-01,0
"Phloeotribus","Phloeotribus liminaris","EA","Alpha-pinene + Ethanol",2024-05-15,0
"Phloeotribus","Phloeotribus liminaris","EA","Alpha-pinene + Ethanol",2024-05-29,0
"Phloeotribus","Phloeotribus liminaris","EA","Alpha-pinene + Ethanol",2024-06-12,0
"Phloeotribus","Phloeotribus liminaris","EA","Alpha-pinene + Ethanol",2024-06-26,0
"Phloeotribus","Phloeotribus liminaris","EA","Alpha-pinene + Ethanol",2024-07-10,0
"Phloeotribus","Phloeotribus liminaris","I","Ips lure",2024-05-01,0
"Phloeotribus","Phloeotribus liminaris","I","Ips lure",2024-05-15,1
"Phloeotribus","Phloeotribus liminaris","I","Ips lure",2024-05-29,1
"Phloeotribus","Phloeotribus liminaris","I","Ips lure",2024-06-12,0
"Phloeotribus","Phloeotribus liminaris","I","Ips lure",2024-06-26,0
"Phloeotribus","Phloeotribus liminaris","I","Ips lure",2024-07-10,0
"Pityophthorus","Pityophthorus consimilis","E","Ethanol",2024-05-01,0
"Pityophthorus","Pityophthorus consimilis","E","Ethanol",2024-05-15,0
"Pityophthorus","Pityophthorus consimilis","E","Ethanol",2024-05-29,1
"Pityophthorus","Pityophthorus consimilis","E","Ethanol",2024-06-12,0
"Pityophthorus","Pityophthorus consimilis","E","Ethanol",2024-06-26,0
"Pityophthorus","Pityophthorus consimilis","E","Ethanol",2024-07-10,0
"Pityophthorus","Pityophthorus consimilis","EA","Alpha-pinene + Ethanol",2024-05-01,0
"Pityophthorus","Pityophthorus consimilis","EA","Alpha-pinene + Ethanol",2024-05-15,1
"Pityophthorus","Pityophthorus consimilis","EA","Alpha-pinene + Ethanol",2024-05-29,2
"Pityophthorus","Pityophthorus consimilis","EA","Alpha-pinene + Ethanol",2024-06-12,0
"Pityophthorus","Pityophthorus consimilis","EA","Alpha-pinene + Ethanol",2024-06-26,0
"Pityophthorus","Pityophthorus consimilis","EA","Alpha-pinene + Ethanol",2024-07-10,1
"Pityophthorus","Pityophthorus consimilis","I","Ips lure",2024-05-01,0
"Pityophthorus","Pityophthorus consimilis","I","Ips lure",2024-05-15,1
"Pityophthorus","Pityophthorus consimilis","I","Ips lure",2024-05-29,0
"Pityophthorus","Pityophthorus consimilis","I","Ips lure",2024-06-12,0
"Pityophthorus","Pityophthorus consimilis","I","Ips lure",2024-06-26,0
"Pityophthorus","Pityophthorus consimilis","I","Ips lure",2024-07-10,0
"Xylosandrus","Xylosandrus crassiusculus","E","Ethanol",2024-05-01,0
"Xylosandrus","Xylosandrus crassiusculus","E","Ethanol",2024-05-15,0
"Xylosandrus","Xylosandrus crassiusculus","E","Ethanol",2024-05-29,80
"Xylosandrus","Xylosandrus crassiusculus","E","Ethanol",2024-06-12,8
"Xylosandrus","Xylosandrus crassiusculus","E","Ethanol",2024-06-26,8
"Xylosandrus","Xylosandrus crassiusculus","E","Ethanol",2024-07-10,9
"Xylosandrus","Xylosandrus crassiusculus","EA","Alpha-pinene + Ethanol",2024-05-01,0
"Xylosandrus","Xylosandrus crassiusculus","EA","Alpha-pinene + Ethanol",2024-05-15,0
"Xylosandrus","Xylosandrus crassiusculus","EA","Alpha-pinene + Ethanol",2024-05-29,209
"Xylosandrus","Xylosandrus crassiusculus","EA","Alpha-pinene + Ethanol",2024-06-12,12
"Xylosandrus","Xylosandrus crassiusculus","EA","Alpha-pinene + Ethanol",2024-06-26,17
"Xylosandrus","Xylosandrus crassiusculus","EA","Alpha-pinene + Ethanol",2024-07-10,4
"Xylosandrus","Xylosandrus crassiusculus","I","Ips lure",2024-05-01,0
"Xylosandrus","Xylosandrus crassiusculus","I","Ips lure",2024-05-15,0
"Xylosandrus","Xylosandrus crassiusculus","I","Ips lure",2024-05-29,0
"Xylosandrus","Xylosandrus crassiusculus","I","Ips lure",2024-06-12,0
"Xylosandrus","Xylosandrus crassiusculus","I","Ips lure",2024-06-26,0
"Xylosandrus","Xylosandrus crassiusculus","I","Ips lure",2024-07-10,0
"Orthotomicus","Orthotomicus caelatus","E","Ethanol",2024-05-01,0
"Orthotomicus","Orthotomicus caelatus","E","Ethanol",2024-05-15,0
"Orthotomicus","Orthotomicus caelatus","E","Ethanol",2024-05-29,6
"Orthotomicus","Orthotomicus caelatus","E","Ethanol",2024-06-12,1
"Orthotomicus","Orthotomicus caelatus","E","Ethanol",2024-06-26,0
"Orthotomicus","Orthotomicus caelatus","E","Ethanol",2024-07-10,1
"Orthotomicus","Orthotomicus caelatus","EA","Alpha-pinene + Ethanol",2024-05-01,4
"Orthotomicus","Orthotomicus caelatus","EA","Alpha-pinene + Ethanol",2024-05-15,12
"Orthotomicus","Orthotomicus caelatus","EA","Alpha-pinene + Ethanol",2024-05-29,31
"Orthotomicus","Orthotomicus caelatus","EA","Alpha-pinene + Ethanol",2024-06-12,10
"Orthotomicus","Orthotomicus caelatus","EA","Alpha-pinene + Ethanol",2024-06-26,16
"Orthotomicus","Orthotomicus caelatus","EA","Alpha-pinene + Ethanol",2024-07-10,0
"Orthotomicus","Orthotomicus caelatus","I","Ips lure",2024-05-01,0
"Orthotomicus","Orthotomicus caelatus","I","Ips lure",2024-05-15,7
"Orthotomicus","Orthotomicus caelatus","I","Ips lure",2024-05-29,32
"Orthotomicus","Orthotomicus caelatus","I","Ips lure",2024-06-12,0
"Orthotomicus","Orthotomicus caelatus","I","Ips lure",2024-06-26,12
"Orthotomicus","Orthotomicus caelatus","I","Ips lure",2024-07-10,2
"Monarthrum","Monarthrum mali","E","Ethanol",2024-05-01,1
"Monarthrum","Monarthrum mali","E","Ethanol",2024-05-15,5
"Monarthrum","Monarthrum mali","E","Ethanol",2024-05-29,0
"Monarthrum","Monarthrum mali","E","Ethanol",2024-06-12,5
"Monarthrum","Monarthrum mali","E","Ethanol",2024-06-26,3
"Monarthrum","Monarthrum mali","E","Ethanol",2024-07-10,0
"Monarthrum","Monarthrum mali","EA","Alpha-pinene + Ethanol",2024-05-01,3
"Monarthrum","Monarthrum mali","EA","Alpha-pinene + Ethanol",2024-05-15,2
"Monarthrum","Monarthrum mali","EA","Alpha-pinene + Ethanol",2024-05-29,4
"Monarthrum","Monarthrum mali","EA","Alpha-pinene + Ethanol",2024-06-12,4
"Monarthrum","Monarthrum mali","EA","Alpha-pinene + Ethanol",2024-06-26,3
"Monarthrum","Monarthrum mali","EA","Alpha-pinene + Ethanol",2024-07-10,2
"Monarthrum","Monarthrum mali","I","Ips lure",2024-05-01,0
"Monarthrum","Monarthrum mali","I","Ips lure",2024-05-15,0
"Monarthrum","Monarthrum mali","I","Ips lure",2024-05-29,0
"Monarthrum","Monarthrum mali","I","Ips lure",2024-06-12,1
"Monarthrum","Monarthrum mali","I","Ips lure",2024-06-26,0
"Monarthrum","Monarthrum mali","I","Ips lure",2024-07-10,0
"Monarthrum","Monarthrum fasciatum","E","Ethanol",2024-05-01,0
"Monarthrum","Monarthrum fasciatum","E","Ethanol",2024-05-15,0
"Monarthrum","Monarthrum fasciatum","E","Ethanol",2024-05-29,2
"Monarthrum","Monarthrum fasciatum","E","Ethanol",2024-06-12,1
"Monarthrum","Monarthrum fasciatum","E","Ethanol",2024-06-26,0
"Monarthrum","Monarthrum fasciatum","E","Ethanol",2024-07-10,0
"Monarthrum","Monarthrum fasciatum","EA","Alpha-pinene + Ethanol",2024-05-01,0
"Monarthrum","Monarthrum fasciatum","EA","Alpha-pinene + Ethanol",2024-05-15,0
"Monarthrum","Monarthrum fasciatum","EA","Alpha-pinene + Ethanol",2024-05-29,2
"Monarthrum","Monarthrum fasciatum","EA","Alpha-pinene + Ethanol",2024-06-12,0
"Monarthrum","Monarthrum fasciatum","EA","Alpha-pinene + Ethanol",2024-06-26,1
"Monarthrum","Monarthrum fasciatum","EA","Alpha-pinene + Ethanol",2024-07-10,0
"Monarthrum","Monarthrum fasciatum","I","Ips lure",2024-05-01,0
"Monarthrum","Monarthrum fasciatum","I","Ips lure",2024-05-15,0
"Monarthrum","Monarthrum fasciatum","I","Ips lure",2024-05-29,1
"Monarthrum","Monarthrum fasciatum","I","Ips lure",2024-06-12,0
"Monarthrum","Monarthrum fasciatum","I","Ips lure",2024-06-26,0
"Monarthrum","Monarthrum fasciatum","I","Ips lure",2024-07-10,0
"Pityophthorus","Pityophthorus lautus","E","Ethanol",2024-05-01,0
"Pityophthorus","Pityophthorus lautus","E","Ethanol",2024-05-15,0
"Pityophthorus","Pityophthorus lautus","E","Ethanol",2024-05-29,4
"Pityophthorus","Pityophthorus lautus","E","Ethanol",2024-06-12,1
"Pityophthorus","Pityophthorus lautus","E","Ethanol",2024-06-26,1
"Pityophthorus","Pityophthorus lautus","E","Ethanol",2024-07-10,0
"Pityophthorus","Pityophthorus lautus","EA","Alpha-pinene + Ethanol",2024-05-01,0
"Pityophthorus","Pityophthorus lautus","EA","Alpha-pinene + Ethanol",2024-05-15,0
"Pityophthorus","Pityophthorus lautus","EA","Alpha-pinene + Ethanol",2024-05-29,0
"Pityophthorus","Pityophthorus lautus","EA","Alpha-pinene + Ethanol",2024-06-12,0
"Pityophthorus","Pityophthorus lautus","EA","Alpha-pinene + Ethanol",2024-06-26,0
"Pityophthorus","Pityophthorus lautus","EA","Alpha-pinene + Ethanol",2024-07-10,0
"Pityophthorus","Pityophthorus lautus","I","Ips lure",2024-05-01,0
"Pityophthorus","Pityophthorus lautus","I","Ips lure",2024-05-15,0
"Pityophthorus","Pityophthorus lautus","I","Ips lure",2024-05-29,0
"Pityophthorus","Pityophthorus lautus","I","Ips lure",2024-06-12,0
"Pityophthorus","Pityophthorus lautus","I","Ips lure",2024-06-26,0
"Pityophthorus","Pityophthorus lautus","I","Ips lure",2024-07-10,0
"Xyleborus","Xyleborus xylographus","E","Ethanol",2024-05-01,0
"Xyleborus","Xyleborus xylographus","E","Ethanol",2024-05-15,0
"Xyleborus","Xyleborus xylographus","E","Ethanol",2024-05-29,0
"Xyleborus","Xyleborus xylographus","E","Ethanol",2024-06-12,0
"Xyleborus","Xyleborus xylographus","E","Ethanol",2024-06-26,0
"Xyleborus","Xyleborus xylographus","E","Ethanol",2024-07-10,0
"Xyleborus","Xyleborus xylographus","EA","Alpha-pinene + Ethanol",2024-05-01,0
"Xyleborus","Xyleborus xylographus","EA","Alpha-pinene + Ethanol",2024-05-15,0
"Xyleborus","Xyleborus xylographus","EA","Alpha-pinene + Ethanol",2024-05-29,0
"Xyleborus","Xyleborus xylographus","EA","Alpha-pinene + Ethanol",2024-06-12,0
"Xyleborus","Xyleborus xylographus","EA","Alpha-pinene + Ethanol",2024-06-26,0
"Xyleborus","Xyleborus xylographus","EA","Alpha-pinene + Ethanol",2024-07-10,0
"Xyleborus","Xyleborus xylographus","I","Ips lure",2024-05-01,0
"Xyleborus","Xyleborus xylographus","I","Ips lure",2024-05-15,0
"Xyleborus","Xyleborus xylographus","I","Ips lure",2024-05-29,1
"Xyleborus","Xyleborus xylographus","I","Ips lure",2024-06-12,1
"Xyleborus","Xyleborus xylographus","I","Ips lure",2024-06-26,0
"Xyleborus","Xyleborus xylographus","I","Ips lure",2024-07-10,0
"Hylurgops","Hylurgops pinifex","E","Ethanol",2024-05-01,0
"Hylurgops","Hylurgops pinifex","E","Ethanol",2024-05-15,0
"Hylurgops","Hylurgops pinifex","E","Ethanol",2024-05-29,0
"Hylurgops","Hylurgops pinifex","E","Ethanol",2024-06-12,0
"Hylurgops","Hylurgops pinifex","E","Ethanol",2024-06-26,0
"Hylurgops","Hylurgops pinifex","E","Ethanol",2024-07-10,0
"Hylurgops","Hylurgops pinifex","EA","Alpha-pinene + Ethanol",2024-05-01,3
"Hylurgops","Hylurgops pinifex","EA","Alpha-pinene + Ethanol",2024-05-15,3
"Hylurgops","Hylurgops pinifex","EA","Alpha-pinene + Ethanol",2024-05-29,12
"Hylurgops","Hylurgops pinifex","EA","Alpha-pinene + Ethanol",2024-06-12,18
"Hylurgops","Hylurgops pinifex","EA","Alpha-pinene + Ethanol",2024-06-26,5
"Hylurgops","Hylurgops pinifex","EA","Alpha-pinene + Ethanol",2024-07-10,2
"Hylurgops","Hylurgops pinifex","I","Ips lure",2024-05-01,0
"Hylurgops","Hylurgops pinifex","I","Ips lure",2024-05-15,0
"Hylurgops","Hylurgops pinifex","I","Ips lure",2024-05-29,0
"Hylurgops","Hylurgops pinifex","I","Ips lure",2024-06-12,0
"Hylurgops","Hylurgops pinifex","I","Ips lure",2024-06-26,0
"Hylurgops","Hylurgops pinifex","I","Ips lure",2024-07-10,0
"Cyclorhipidion","Cyclorhipidion bodoanum","E","Ethanol",2024-05-01,0
"Cyclorhipidion","Cyclorhipidion bodoanum","E","Ethanol",2024-05-15,1
"Cyclorhipidion","Cyclorhipidion bodoanum","E","Ethanol",2024-05-29,9
"Cyclorhipidion","Cyclorhipidion bodoanum","E","Ethanol",2024-06-12,0
"Cyclorhipidion","Cyclorhipidion bodoanum","E","Ethanol",2024-06-26,2
"Cyclorhipidion","Cyclorhipidion bodoanum","E","Ethanol",2024-07-10,3
"Cyclorhipidion","Cyclorhipidion bodoanum","EA","Alpha-pinene + Ethanol",2024-05-01,0
"Cyclorhipidion","Cyclorhipidion bodoanum","EA","Alpha-pinene + Ethanol",2024-05-15,0
"Cyclorhipidion","Cyclorhipidion bodoanum","EA","Alpha-pinene + Ethanol",2024-05-29,0
"Cyclorhipidion","Cyclorhipidion bodoanum","EA","Alpha-pinene + Ethanol",2024-06-12,0
"Cyclorhipidion","Cyclorhipidion bodoanum","EA","Alpha-pinene + Ethanol",2024-06-26,0
"Cyclorhipidion","Cyclorhipidion bodoanum","EA","Alpha-pinene + Ethanol",2024-07-10,0
"Cyclorhipidion","Cyclorhipidion bodoanum","I","Ips lure",2024-05-01,0
"Cyclorhipidion","Cyclorhipidion bodoanum","I","Ips lure",2024-05-15,0
"Cyclorhipidion","Cyclorhipidion bodoanum","I","Ips lure",2024-05-29,0
"Cyclorhipidion","Cyclorhipidion bodoanum","I","Ips lure",2024-06-12,0
"Cyclorhipidion","Cyclorhipidion bodoanum","I","Ips lure",2024-06-26,0
"Cyclorhipidion","Cyclorhipidion bodoanum","I","Ips lure",2024-07-10,0
"Hylastes","Hylastes porculus","E","Ethanol",2024-05-01,0
"Hylastes","Hylastes porculus","E","Ethanol",2024-05-15,0
"Hylastes","Hylastes porculus","E","Ethanol",2024-05-29,0
"Hylastes","Hylastes porculus","E","Ethanol",2024-06-12,0
"Hylastes","Hylastes porculus","E","Ethanol",2024-06-26,0
"Hylastes","Hylastes porculus","E","Ethanol",2024-07-10,0
"Hylastes","Hylastes porculus","EA","Alpha-pinene + Ethanol",2024-05-01,0
"Hylastes","Hylastes porculus","EA","Alpha-pinene + Ethanol",2024-05-15,2
"Hylastes","Hylastes porculus","EA","Alpha-pinene + Ethanol",2024-05-29,4
"Hylastes","Hylastes porculus","EA","Alpha-pinene + Ethanol",2024-06-12,2
"Hylastes","Hylastes porculus","EA","Alpha-pinene + Ethanol",2024-06-26,4
"Hylastes","Hylastes porculus","EA","Alpha-pinene + Ethanol",2024-07-10,1
"Hylastes","Hylastes porculus","I","Ips lure",2024-05-01,0
"Hylastes","Hylastes porculus","I","Ips lure",2024-05-15,0
"Hylastes","Hylastes porculus","I","Ips lure",2024-05-29,0
"Hylastes","Hylastes porculus","I","Ips lure",2024-06-12,0
"Hylastes","Hylastes porculus","I","Ips lure",2024-06-26,0
"Hylastes","Hylastes porculus","I","Ips lure",2024-07-10,0
"Hypothenemus","Hypothenemus dissimilis","E","Ethanol",2024-05-01,0
"Hypothenemus","Hypothenemus dissimilis","E","Ethanol",2024-05-15,0
"Hypothenemus","Hypothenemus dissimilis","E","Ethanol",2024-05-29,1
"Hypothenemus","Hypothenemus dissimilis","E","Ethanol",2024-06-12,0
"Hypothenemus","Hypothenemus dissimilis","E","Ethanol",2024-06-26,1
"Hypothenemus","Hypothenemus dissimilis","E","Ethanol",2024-07-10,0
"Hypothenemus","Hypothenemus dissimilis","EA","Alpha-pinene + Ethanol",2024-05-01,0
"Hypothenemus","Hypothenemus dissimilis","EA","Alpha-pinene + Ethanol",2024-05-15,0
"Hypothenemus","Hypothenemus dissimilis","EA","Alpha-pinene + Ethanol",2024-05-29,0
"Hypothenemus","Hypothenemus dissimilis","EA","Alpha-pinene + Ethanol",2024-06-12,0
"Hypothenemus","Hypothenemus dissimilis","EA","Alpha-pinene + Ethanol",2024-06-26,0
"Hypothenemus","Hypothenemus dissimilis","EA","Alpha-pinene + Ethanol",2024-07-10,0
"Hypothenemus","Hypothenemus dissimilis","I","Ips lure",2024-05-01,0
"Hypothenemus","Hypothenemus dissimilis","I","Ips lure",2024-05-15,0
"Hypothenemus","Hypothenemus dissimilis","I","Ips lure",2024-05-29,0
"Hypothenemus","Hypothenemus dissimilis","I","Ips lure",2024-06-12,0
"Hypothenemus","Hypothenemus dissimilis","I","Ips lure",2024-06-26,0
"Hypothenemus","Hypothenemus dissimilis","I","Ips lure",2024-07-10,0
"Pseudopityophthorus","Pseudopityophthorus minutissimus","E","Ethanol",2024-05-01,0
"Pseudopityophthorus","Pseudopityophthorus minutissimus","E","Ethanol",2024-05-15,0
"Pseudopityophthorus","Pseudopityophthorus minutissimus","E","Ethanol",2024-05-29,2
"Pseudopityophthorus","Pseudopityophthorus minutissimus","E","Ethanol",2024-06-12,0
