Collection Date,State,Site,Lure,Trap Code,Class,Order,Family,Subfamily,Genus,Species,Finest ID,No of species,Count,Pinned,Notes
5/15/24,NH,M,E,M1-E,Insecta,Coleoptera,Lampyridae,Lampyrinae,Ellychnia,Ellychnia corrusca,Ellychnia corrusca,,2,,
5/15/24,NH,M,E,M1-E,Insecta,Coleoptera,Latridiidae,Corticariinae,Melanophthalma,,Melanophthalma sp.,,22,,
5/15/24,NH,M,E,M1-E,Insecta,Coleoptera,Latridiidae,Latridiinae,Enicmus,Enicmus tenuicornis,Enicmus tenuicornis,,1,,
5/15/24,NH,M,E,M1-E,Insecta,Coleoptera,Melandryidae,Melandryinae,Hypulus,Hypulus simulator,Hypulus simulator,,1,,
5/15/24,NH,M,E,M1-E,Insecta,Coleoptera,Nitidulidae,Cillaeinae,Colopterus,Colopterus truncatus,Colopterus truncatus,,4,,
5/15/24,NH,M,E,M1-E,Insecta,Coleoptera,Nitidulidae,Cryptarchinae,Glischrochilus,Glischrochilus fasciatus,Glischrochilus fasciatus,,1,,
5/15/24,NH,M,E,M1-E,Insecta,Coleoptera,Nitidulidae,Cryptarchinae,Glischrochilus,Glischrochilus sanguinolentus,Glischrochilus sanguinolentus,,1,,
5/15/24,NH,M,E,M1-E,Insecta,Coleoptera,Ptiliidae,,,,Ptiliidae gen. sp.,,1,,
5/15/24,NH,M,E,M1-E,Insecta,Coleoptera,Salpingidae,Salpinginae,Rhinosimus,Rhinosimus viridiaeneus,Rhinosimus viridiaeneus,,1,,
5/15/24,NH,M,E,M1-E,Insecta,Coleoptera,Staphylinidae,Aleocharinae,,,Aleocharinae gen. sp.,,1,,
5/15/24,NH,M,E,M1-E,Insecta,Coleoptera,Staphylinidae,Paederinae,Sunius,Sunius confluentus,Sunius confluentus,,1,,
5/15/24,NH,M,E,M1-E,Insecta,Coleoptera,Staphylinidae,Scydmaeninae,,,Scydmaeninae gen. sp.,,1,,
5/15/24,NH,M,E,M1-E,Insecta,Coleoptera,Staphylinidae,Tachyporinae,Sepedophilus,,Sepedophilus sp.,,1,,
5/15/24,NH,M,E,M1-E,Insecta,Coleoptera,Staphylinidae,,,,Bryoporus sp.,,1,,
5/15/24,NH,M,E,M1-E,Insecta,Coleoptera,Staphylinidae,,,,Staphylinine gen. sp.,2,2,,
5/15/24,NH,M,E,M1-E,Insecta,Coleoptera,Thanerocleridae,Zenodosinae,Zenodosus,Zenodosus sanguineus,Zenodosus sanguineus,,3,,
5/15/24,NH,M,E,M1-E,Insecta,Coleoptera,Trogossitidae,Trogossitinae,Tenebroides,Tenebroides corticalis,Tenebroides corticalis,,6,,
5/15/24,NH,M,E,M1-E,Insecta,Hemiptera,Cicadellidae,Typhlocybinae,Eratoneura,,Eratoneura sp.,,1,,
5/15/24,NH,M,E,M1-E,Insecta,Hemiptera,Rhyparochromidae,Rhyparochrominae,Pseudopachybrachius,Pseudopachybrachius basalis,Pseudopachybrachius basalis,,1,,
5/15/24,NH,M,E,M1-E,Insecta,Hymenoptera,Ichneumonidae,,,,Ichneumonidae gen. sp.,,1,,
5/15/24,NH,M,E,M1-E,Insecta,Hymenoptera,Tenthredinidae,,,,Sawfly,,1,,
5/15/24,NH,M,E,M1-E,Insecta,Hymenoptera,,,,,Parasitic Wasp,,1,,
5/15/24,NH,M,E,M1-E,Insecta,Trichoptera,,,,,Caddisfly,,1,,
5/15/24,NH,M,EA,M2-EA,Arachnida,Araneae,,,,,Spider,2,2,,
5/15/24,NH,M,EA,M2-EA,Insecta,Coleoptera,Cerambycidae,Cerambycinae,Neoclytus,Neoclytus acuminatus,Neoclytus acuminatus,,1,,
5/15/24,NH,M,EA,M2-EA,Insecta,Coleoptera,Cerambycidae,Lepturinae,Rhagium,Rhagium inquisitor,Rhagium inquisitor,,4,,
5/15/24,NH,M,EA,M2-EA,Insecta,Coleoptera,Cleridae,Clerinae,Enoclerus,Enoclerus nigripes,Enoclerus nigripes,,4,,
5/15/24,NH,M,EA,M2-EA,Insecta,Coleoptera,Curculionidae,Molytinae,Hylobius,Hylobius pales,Hylobius pales,,2,,
5/15/24,NH,M,EA,M2-EA,Insecta,Coleoptera,Curculionidae,Molytinae,Pissodes,Pissodes strobi,Pissodes strobi,,7,,
5/15/24,NH,M,EA,M2-EA,Insecta,Coleoptera,Curculionidae,Scolytinae,Anisandrus,Anisandrus sayi,Anisandrus sayi,,2,,
5/15/24,NH,M,EA,M2-EA,Insecta,Coleoptera,Curculionidae,Scolytinae,Dendroctonus,Dendroctonus valens,Dendroctonus valens,,24,,
5/15/24,NH,M,EA,M2-EA,Insecta,Coleoptera,Curculionidae,Scolytinae,Ips,Ips grandicollis,Ips grandicollis,,5,,
5/15/24,NH,M,EA,M2-EA,Insecta,Coleoptera,Curculionidae,Scolytinae,Orthotomicus,Orthotomicus caelatus,Orthotomicus caelatus,,2,,
5/15/24,NH,M,EA,M2-EA,Insecta,Coleoptera,Curculionidae,Scolytinae,Pityogenes,Pityogenes hopkinsi,Pityogenes hopkinsi,,1,,
5/15/24,NH,M,EA,M2-EA,Insecta,Coleoptera,Curculionidae,Scolytinae,Pityophthorus,Pityophthorus puberulus,Pityophthorus puberulus,,5,,
5/15/24,NH,M,EA,M2-EA,Insecta,Coleoptera,Curculionidae,Scolytinae,Xyleborinus,Xyleborinus attenuatus,Xyleborinus attenuatus,,4,,
5/15/24,NH,M,EA,M2-EA,Insecta,Coleoptera,Curculionidae,Scolytinae,Xyleborinus,Xyleborinus saxesenii,Xyleborinus saxesenii,,1,,
5/15/24,NH,M,EA,M2-EA,Insecta,Coleoptera,Curculionidae,Scolytinae,Xylosandrus,Xylosandrus germanus,Xylosandrus germanus,,4,,
5/15/24,NH,M,EA,M2-EA,Insecta,Coleoptera,Curculionidae,Scolytinae,Xyloterinus,Xyloterinus politus,Xyloterinus politus,,4,,
5/15/24,NH,M,EA,M2-EA,Insecta,Coleoptera,Elateridae,Dendrometrinae,Limonius,Limonius basilaris,Limonius basilaris,,1,,
5/15/24,NH,M,EA,M2-EA,Insecta,Coleoptera,Eucnemidae,Dromaeolinae,Isarthrus,Isarthrus calceatus,Isarthrus calceatus,,1,,
5/15/24,NH,M,EA,M2-EA,Insecta,Coleoptera,Laemophloeidae,NoSubfamily_Laemophloeidae,Charaphloeus,Charaphloeus convexulus,Charaphloeus convexulus,,1,,
5/15/24,NH,M,EA,M2-EA,Insecta,Coleoptera,Lampyridae,Lampyrinae,Ellychnia,Ellychnia corrusca,Ellychnia corrusca,,1,,
5/15/24,NH,M,EA,M2-EA,Insecta,Coleoptera,Latridiidae,Corticariinae,Cortinicara,Cortinicara gibbosa,Cortinicara gibbosa,,1,,
5/15/24,NH,M,EA,M2-EA,Insecta,Coleoptera,Latridiidae,Corticariinae,Melanophthalma,,Melanophthalma sp.,,4,,
5/15/24,NH,M,EA,M2-EA,Insecta,Coleoptera,Melandryidae,Melandryinae,Hypulus,Hypulus simulator,Hypulus simulator,,1,,
5/15/24,NH,M,EA,M2-EA,Insecta,Coleoptera,Nitidulidae,Cillaeinae,Colopterus,Colopterus unicolor,Colopterus unicolor,,1,,
5/15/24,NH,M,EA,M2-EA,Insecta,Coleoptera,Nitidulidae,Cryptarchinae,Glischrochilus,Glischrochilus sanguinolentus,Glischrochilus sanguinolentus,,1,,
5/15/24,NH,M,EA,M2-EA,Insecta,Coleoptera,Staphylinidae,,,,Staphylinine gen. sp.,,1,,
5/15/24,NH,M,EA,M2-EA,Insecta,Coleoptera,Trogossitidae,Trogossitinae,Tenebroides,Tenebroides corticalis,Tenebroides corticalis,,1,,
5/15/24,NH,M,EA,M2-EA,Insecta,Hemiptera,Cicadellidae,Typhlocybinae,Eratoneura,,Eratoneura sp.,,1,,
5/15/24,NH,M,EA,M2-EA,Insecta,Hemiptera,Pentatomidae,Pentatominae,Chinavia,Chinavia hilaris,Chinavia hilaris,,1,,
5/15/24,NH,M,EA,M2-EA,Insecta,Hymenoptera,Formicidae,Formicinae,Camponotus,Camponotus pennsylvanicus,Camponotus pennsylvanicus,,1,,
5/15/24,NH,M,EA,M2-EA,Insecta,Hymenoptera,Tenthredinidae,,,,Sawfly,2,3,,
5/15/24,NH,M,EA,M2-EA,Insecta,Hymenoptera,,,,,Bee,,1,,
5/15/24,NH,M,EA,M2-EA,Insecta,Lepidoptera,,,,,Moth,3,3,,
5/15/24,NH,M,I,M3-I,Arachnida,Araneae,,,,,Spider,2,2,,
5/15/24,NH,M,I,M3-I,Insecta,Coleoptera,Aderidae,NoSubfamily_Aderidae,Syzeton,Syzeton subfasciatus,Syzeton subfasciatus,,1,,
5/15/24,NH,M,I,M3-I,Insecta,Coleoptera,Carabidae,Harpalinae,Stenolophus,,Stenolophus sp.,,1,,
5/15/24,NH,M,I,M3-I,Insecta,Coleoptera,Ciidae,Ciinae,Orthocis,Orthocis punctatus,Orthocis punctatus,,1,,
5/15/24,NH,M,I,M3-I,Insecta,Coleoptera,Cleridae,Clerinae,Enoclerus,Enoclerus nigripes,Enoclerus nigripes,,3,,
5/15/24,NH,M,I,M3-I,Insecta,Coleoptera,Coccinellidae,Scymninae,Didion,,Didion sp.,,1,,
5/15/24,NH,M,I,M3-I,Insecta,Coleoptera,Corylophidae,Corylophinae,Clypastraea,Clypastraea lunata,Clypastraea lunata,,1,,
5/15/24,NH,M,I,M3-I,Insecta,Coleoptera,Curculionidae,Scolytinae,Euwallacea,Euwallacea validus,Euwallacea validus,,1,,
5/15/24,NH,M,I,M3-I,Insecta,Coleoptera,Curculionidae,Scolytinae,Gnathotrichus,Gnathotrichus materiarius,Gnathotrichus materiarius,,2,,
5/15/24,NH,M,I,M3-I,Insecta,Coleoptera,Curculionidae,Scolytinae,Orthotomicus,Orthotomicus caelatus,Orthotomicus caelatus,,1,,
5/15/24,NH,M,I,M3-I,Insecta,Coleoptera,Curculionidae,Scolytinae,Pityophthorus,Pityophthorus puberulus,Pityophthorus puberulus,,2,,
5/15/24,NH,M,I,M3-I,Insecta,Coleoptera,Elateridae,Cardiophorinae,Cardiophorus,Cardiophorus convexus,Cardiophorus convexus,,1,,
5/15/24,NH,M,I,M3-I,Insecta,Coleoptera,Elateridae,Elaterinae,Ampedus,Ampedus semicinctus,Ampedus semicinctus,,1,,
5/15/24,NH,M,I,M3-I,Insecta,Coleoptera,Endomychidae,Leiestinae,Phymaphora,Phymaphora pulchella,Phymaphora pulchella,,1,,
5/15/24,NH,M,I,M3-I,Insecta,Coleoptera,Laemophloeidae,NoSubfamily_Laemophloeidae,Charaphloeus,Charaphloeus convexulus,Charaphloeus convexulus,,1,,
5/15/24,NH,M,I,M3-I,Insecta,Coleoptera,Lampyridae,Lampyrinae,Ellychnia,Ellychnia corrusca,Ellychnia corrusca,,1,,
5/15/24,NH,M,I,M3-I,Insecta,Coleoptera,Latridiidae,Corticariinae,Melanophthalma,,Melanophthalma sp.,,8,,
5/15/24,NH,M,I,M3-I,Insecta,Coleoptera,Latridiidae,Latridiinae,Enicmus,Enicmus tenuicornis,Enicmus tenuicornis,,1,,
5/15/24,NH,M,I,M3-I,Insecta,Coleoptera,Nitidulidae,Cryptarchinae,Glischrochilus,Glischrochilus fasciatus,Glischrochilus fasciatus,,1,,
5/15/24,NH,M,I,M3-I,Insecta,Coleoptera,Staphylinidae,Aleocharinae,,,Aleocharinae gen. sp.,,1,,
5/15/24,NH,M,I,M3-I,Insecta,Coleoptera,Staphylinidae,Scydmaeninae,,,Scydmaeninae gen. sp.,,1,,
5/15/24,NH,M,I,M3-I,Insecta,Coleoptera,Staphylinidae,,,,Bryoporus sp.,,1,,
5/15/24,NH,M,I,M3-I,Insecta,Coleoptera,Trogossitidae,Trogossitinae,Tenebroides,Tenebroides corticalis,Tenebroides corticalis,,1,,
5/15/24,NH,M,I,M3-I,Insecta,Coleoptera,Zopheridae,Colydiinae,Namunaria,Namunaria guttulata,Namunaria guttulata,,1,,
5/15/24,NH,M,I,M3-I,Insecta,Hemiptera,Lyctocoridae,NoSubfamily_Lyctocoridae,Lyctocoris,Lyctocoris stalii,Lyctocoris stalii,,1,,
5/15/24,NH,M,I,M3-I,Insecta,Hymenoptera,Formicidae,,,,Ant,,1,,
5/15/24,NH,M,I,M3-I,Insecta,Hymenoptera,,,,,Bee,,1,,
5/15/24,NH,M,I,M3-I,Insecta,Hymenoptera,,,,,Parasitic Wasp,4,4,,
5/15/24,NH,M,I,M3-I,Insecta,Lepidoptera,,,,,Moth,3,3,,
5/15/24,NH,M,I,M3-I,Insecta,Neuroptera,,,,,Lacewing,,1,,
5/15/24,NH,P,E,P1-E,Insecta,Coleoptera,Carabidae,Harpalinae,Amphasia,Amphasia interstitialis,Amphasia interstitialis,,1,,
5/15/24,NH,P,E,P1-E,Insecta,Coleoptera,Ciidae,Ciinae,Orthocis,Orthocis punctatus,Orthocis punctatus,,1,,
5/15/24,NH,P,E,P1-E,Insecta,Coleoptera,Cleridae,Clerinae,Enoclerus,Enoclerus nigripes,Enoclerus nigripes,,3,,
5/15/24,NH,P,E,P1-E,Insecta,Coleoptera,Cryptophagidae,Cryptophaginae,Henoticus,Henoticus pilifer,Henoticus pilifer,,1,,
5/15/24,NH,P,E,P1-E,Insecta,Coleoptera,Cucujidae,NoSubfamily_Cucujidae,Cucujus,Cucujus clavipes,Cucujus clavipes,,1,,
5/15/24,NH,P,E,P1-E,Insecta,Coleoptera,Curculionidae,Scolytinae,Anisandrus,Anisandrus sayi,Anisandrus sayi,,5,,
5/15/24,NH,P,E,P1-E,Insecta,Coleoptera,Curculionidae,Scolytinae,Cyclorhipidion,Cyclorhipidion pelliculosum,Cyclorhipidion pelliculosum,,5,,
5/15/24,NH,P,E,P1-E,Insecta,Coleoptera,Curculionidae,Scolytinae,Heteroborips,Heteroborips seriatus,Heteroborips seriatus,,18,,
5/15/24,NH,P,E,P1-E,Insecta,Coleoptera,Curculionidae,Scolytinae,Hylesinus,Hylesinus aculeatus,Hylesinus aculeatus,,1,,
5/15/24,NH,P,E,P1-E,Insecta,Coleoptera,Curculionidae,Scolytinae,Phloeotribus,Phloeotribus liminaris,Phloeotribus liminaris,,2,,
5/15/24,NH,P,E,P1-E,Insecta,Coleoptera,Curculionidae,Scolytinae,Xyleborinus,Xyleborinus attenuatus,Xyleborinus attenuatus,,85,,
5/15/24,NH,P,E,P1-E,Insecta,Coleoptera,Curculionidae,Scolytinae,Xyleborinus,Xyleborinus saxesenii,Xyleborinus saxesenii,,47,,
5/15/24,NH,P,E,P1-E,Insecta,Coleoptera,Curculionidae,Scolytinae,Xylosandrus,Xylosandrus germanus,Xylosandrus germanus,,40,,
5/15/24,NH,P,E,P1-E,Insecta,Coleoptera,Curculionidae,Scolytinae,Xyloterinus,Xyloterinus politus,Xyloterinus politus,,2,,
5/15/24,NH,P,E,P1-E,Insecta,Coleoptera,Elateridae,Dendrometrinae,Sylvanelater,Sylvanelater cylindriformis,Sylvanelater cylindriformis,,1,,
5/15/24,NH,P,E,P1-E,Insecta,Coleoptera,Monotomidae,Rhizophaginae,Rhizophagus,Rhizophagus brunneus,Rhizophagus brunneus,,1,,
5/15/24,NH,P,E,P1-E,Insecta,Coleoptera,Nitidulidae,Amphicrossinae,Amphicrossus,Amphicrossus ciliatus,Amphicrossus ciliatus,,1,,
5/15/24,NH,P,E,P1-E,Insecta,Coleoptera,Nitidulidae,Cillaeinae,Colopterus,Colopterus truncatus,Colopterus truncatus,,6,,
5/15/24,NH,P,E,P1-E,Insecta,Coleoptera,Nitidulidae,Cryptarchinae,Glischrochilus,Glischrochilus sanguinolentus,Glischrochilus sanguinolentus,,10,,
5/15/24,NH,P,E,P1-E,Insecta,Coleoptera,Nitidulidae,Meligethinae,Fabogethes,Fabogethes nigrescens,Fabogethes nigrescens,,1,,
5/15/24,NH,P,E,P1-E,Insecta,Coleoptera,Staphylinidae,Aleocharinae,,,Aleocharinae gen. sp.,2,4,,
5/15/24,NH,P,E,P1-E,Insecta,Coleoptera,Staphylinidae,Xantholininae,Nudobius,Nudobius cephalus,Nudobius cephalus,,2,,
5/15/24,NH,P,E,P1-E,Insecta,Hemiptera,Aradidae,Aradinae,Aradus,Aradus robustus,Aradus robustus,,1,,
5/15/24,NH,P,E,P1-E,Insecta,Hemiptera,Pentatomidae,Pentatominae,Brochymena,Brochymena arborea,Brochymena arborea,,1,,
5/15/24,NH,P,E,P1-E,Insecta,Hemiptera,Tingidae,Tinginae,Corythucha,,Corythucha sp.,,1,,
5/15/24,NH,P,E,P1-E,Insecta,Hymenoptera,Ichneumonidae,Ichneumoninae,Ichneumon,Ichneumon centrator,Ichneumon centrator,,1,,
5/15/24,NH,P,E,P1-E,Insecta,Hymenoptera,,,,,Parasitic Wasp,2,2,,
5/15/24,NH,P,E,P1-E,Insecta,Lepidoptera,,,,,Caterpillar,,1,,
5/15/24,NH,P,E,P1-E,Insecta,Lepidoptera,,,,,Moth,,1,,
5/15/24,NH,P,EA,P2-EA,Arachnida,Araneae,,,,,Spider,3,3,,
5/15/24,NH,P,EA,P2-EA,Arachnida,Opiliones,,,,,Harvestman,,1,,
5/15/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Carabidae,Harpalinae,Amphasia,Amphasia interstitialis,Amphasia interstitialis,,1,,
5/15/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Cerambycidae,Lepturinae,Rhagium,Rhagium inquisitor,Rhagium inquisitor,,1,,
5/15/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Cleridae,Clerinae,Enoclerus,Enoclerus nigripes,Enoclerus nigripes,,15,,
5/15/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Cleridae,Clerinae,Thanasimus,Thanasimus dubius,Thanasimus dubius,,3,,
5/15/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Curculionidae,Molytinae,Hylobius,Hylobius pales,Hylobius pales,,3,,
5/15/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Curculionidae,Molytinae,Pissodes,Pissodes strobi,Pissodes strobi,,3,,
5/15/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Curculionidae,Scolytinae,Anisandrus,Anisandrus sayi,Anisandrus sayi,,2,,
5/15/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Curculionidae,Scolytinae,Conophthorus,Conophthorus coniperda,Conophthorus coniperda,,1,,
5/15/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Curculionidae,Scolytinae,Dendroctonus,Dendroctonus valens,Dendroctonus valens,,29,,
5/15/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Curculionidae,Scolytinae,Dryocoetes,Dryocoetes affaber,Dryocoetes affaber,,1,,
5/15/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Curculionidae,Scolytinae,Gnathotrichus,Gnathotrichus materiarius,Gnathotrichus materiarius,,5,,
5/15/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Curculionidae,Scolytinae,Heteroborips,Heteroborips seriatus,Heteroborips seriatus,,5,,
5/15/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Curculionidae,Scolytinae,Hylastes,Hylastes opacus,Hylastes opacus,,2,,
5/15/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Curculionidae,Scolytinae,Hylastes,Hylastes porculus,Hylastes porculus,,1,,
5/15/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Curculionidae,Scolytinae,Hylesinus,Hylesinus aculeatus,Hylesinus aculeatus,,23,,
5/15/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Curculionidae,Scolytinae,Hylesinus,Hylesinus criddlei,Hylesinus criddlei,,2,,
5/15/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Curculionidae,Scolytinae,Ips,Ips grandicollis,Ips grandicollis,,21,,
5/15/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Curculionidae,Scolytinae,Orthotomicus,Orthotomicus caelatus,Orthotomicus caelatus,,1,,
5/15/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Curculionidae,Scolytinae,Pityogenes,Pityogenes hopkinsi,Pityogenes hopkinsi,,15,,
5/15/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Curculionidae,Scolytinae,Pityophthorus,Pityophthorus puberulus,Pityophthorus puberulus,,5,,
5/15/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Curculionidae,Scolytinae,Xyleborinus,Xyleborinus attenuatus,Xyleborinus attenuatus,,24,,
5/15/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Curculionidae,Scolytinae,Xylosandrus,Xylosandrus germanus,Xylosandrus germanus,,57,,
5/15/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Curculionidae,Scolytinae,Xyloterinus,Xyloterinus politus,Xyloterinus politus,,10,,
5/15/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Elateridae,Elaterinae,Ampedus,Ampedus unnamed sp. ,Ampedus unnamed sp. ,,1,,
5/15/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Elateridae,Elaterinae,Melanotus,Melanotus americanus,Melanotus americanus,,1,,
5/15/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Elateridae,Elaterinae,Melanotus,Melanotus hyslopi,Melanotus hyslopi,,1,,
5/15/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Erotylidae,Xenoscelinae,Cryptophilus,Cryptophilus seriatus,Cryptophilus seriatus,,2,,
5/15/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Hydrophilidae,Enochrinae,Cymbiodyta,,Cymbiodyta sp.,,1,,
5/15/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Latridiidae,Corticariinae,Cortinicara,Cortinicara gibbosa,Cortinicara gibbosa,,1,,
5/15/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Latridiidae,Corticariinae,Melanophthalma,,Melanophthalma sp.,,13,,
5/15/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Leiodidae,Leiodinae,Agathidium,,Agathidium sp.,,1,,
5/15/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Mycetophagidae,Mycetophaginae,Litargus,Litargus balteatus,Litargus balteatus,,2,,
5/15/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Nitidulidae,Cillaeinae,Colopterus,Colopterus truncatus,Colopterus truncatus,,2,,
5/15/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Nitidulidae,Cryptarchinae,Glischrochilus,Glischrochilus sanguinolentus,Glischrochilus sanguinolentus,,4,,
5/15/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Nitidulidae,Epuraeinae,Epuraea,,Epuraea sp.,,1,,
5/15/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Nitidulidae,Nitidulinae,Lobiopa,Lobiopa undulata,Lobiopa undulata,,2,,
5/15/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Staphylinidae,Aleocharinae,,,Aleocharinae gen. sp.,3,5,,
5/15/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Staphylinidae,Omaliinae,Phloeonomus,Phloeonomus laesicollis,Phloeonomus laesicollis,,1,,
5/15/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Staphylinidae,Tachyporinae,Sepedophilus,,Sepedophilus sp.,,1,,
5/15/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Staphylinidae,Xantholininae,Nudobius,Nudobius cephalus,Nudobius cephalus,,1,,
5/15/24,NH,P,EA,P2-EA,Insecta,Coleoptera,Thanerocleridae,Zenodosinae,Zenodosus,Zenodosus sanguineus,Zenodosus sanguineus,,1,,
5/15/24,NH,P,EA,P2-EA,Insecta,Hymenoptera,Ichneumonidae,,,,Ichneumonidae gen. sp.,,1,,
5/15/24,NH,P,EA,P2-EA,Insecta,Hymenoptera,,,,,Parasitic Wasp,,1,,
5/15/24,NH,P,EA,P2-EA,Insecta,Lepidoptera,,,,,Moth,,2,,
5/15/24,NH,P,I,P3-I,Insecta,Coleoptera,Carabidae,Harpalinae,Amphasia,Amphasia interstitialis,Amphasia interstitialis,,1,,
5/15/24,NH,P,I,P3-I,Insecta,Coleoptera,Carabidae,Harpalinae,Axinopalpus,Axinopalpus biplagiatus,Axinopalpus biplagiatus,,1,,
5/15/24,NH,P,I,P3-I,Insecta,Coleoptera,Cerambycidae,Lepturinae,Rhagium,Rhagium inquisitor,Rhagium inquisitor,,1,,
5/15/24,NH,P,I,P3-I,Insecta,Coleoptera,Cleridae,Clerinae,Thanasimus,Thanasimus dubius,Thanasimus dubius,,1,,
5/15/24,NH,P,I,P3-I,Insecta,Coleoptera,Curculionidae,Entiminae,Cyrtepistomus,Cyrtepistomus castaneus,Cyrtepistomus castaneus,,1,,
5/15/24,NH,P,I,P3-I,Insecta,Coleoptera,Curculionidae,Scolytinae,Ambrosiophilus,Ambrosiophilus atratus,Ambrosiophilus atratus,,3,,
5/15/24,NH,P,I,P3-I,Insecta,Coleoptera,Curculionidae,Scolytinae,Conophthorus,Conophthorus coniperda,Conophthorus coniperda,,2,,
5/15/24,NH,P,I,P3-I,Insecta,Coleoptera,Curculionidae,Scolytinae,Gnathotrichus,Gnathotrichus materiarius,Gnathotrichus materiarius,,1,,
5/15/24,NH,P,I,P3-I,Insecta,Coleoptera,Curculionidae,Scolytinae,Hylesinus,Hylesinus aculeatus,Hylesinus aculeatus,,2,,
5/15/24,NH,P,I,P3-I,Insecta,Coleoptera,Curculionidae,Scolytinae,Ips,Ips pini,Ips pini,,2,,
5/15/24,NH,P,I,P3-I,Insecta,Coleoptera,Curculionidae,Scolytinae,Orthotomicus,Orthotomicus caelatus,Orthotomicus caelatus,,6,,
5/15/24,NH,P,I,P3-I,Insecta,Coleoptera,Curculionidae,Scolytinae,Phloeotribus,Phloeotribus liminaris,Phloeotribus liminaris,,1,,
5/15/24,NH,P,I,P3-I,Insecta,Coleoptera,Curculionidae,Scolytinae,Pityogenes,Pityogenes hopkinsi,Pityogenes hopkinsi,,2,,
5/15/24,NH,P,I,P3-I,Insecta,Coleoptera,Curculionidae,Scolytinae,Pityophthorus,Pityophthorus cariniceps,Pityophthorus cariniceps,,1,,
5/15/24,NH,P,I,P3-I,Insecta,Coleoptera,Curculionidae,Scolytinae,Pityophthorus,Pityophthorus consimilis,Pityophthorus consimilis,,1,,
5/15/24,NH,P,I,P3-I,Insecta,Coleoptera,Curculionidae,Scolytinae,Pityophthorus,Pityophthorus puberulus,Pityophthorus puberulus,,1,,
5/15/24,NH,P,I,P3-I,Insecta,Coleoptera,Curculionidae,Scolytinae,Xyleborinus,Xyleborinus attenuatus,Xyleborinus attenuatus,,2,,
5/15/24,NH,P,I,P3-I,Insecta,Coleoptera,Curculionidae,Scolytinae,Xyloterinus,Xyloterinus politus,Xyloterinus politus,,19,,
5/15/24,NH,P,I,P3-I,Insecta,Coleoptera,Elateridae,Elaterinae,Melanotus,Melanotus americanus,Melanotus americanus,,1,,
5/15/24,NH,P,I,P3-I,Insecta,Coleoptera,Elateridae,Elaterinae,Melanotus,Melanotus hyslopi,Melanotus hyslopi,,1,,
5/15/24,NH,P,I,P3-I,Insecta,Coleoptera,Latridiidae,Corticariinae,Melanophthalma,,Melanophthalma sp.,,13,,
5/15/24,NH,P,I,P3-I,Insecta,Coleoptera,Nitidulidae,Cillaeinae,Colopterus,Colopterus truncatus,Colopterus truncatus,,2,,
5/15/24,NH,P,I,P3-I,Insecta,Coleoptera,Nitidulidae,Cryptarchinae,Glischrochilus,Glischrochilus sanguinolentus,Glischrochilus sanguinolentus,,1,,
5/15/24,NH,P,I,P3-I,Insecta,Coleoptera,Nitidulidae,Epuraeinae,Epuraea,,Epuraea sp.,,1,,
5/15/24,NH,P,I,P3-I,Insecta,Coleoptera,Scarabaeidae,Aphodiinae,Dialytellus,Dialytellus dialytoides,Dialytellus dialytoides,,1,,
